FIPS,Population,< 18,African American,American Indian/ Alaskan Native,Asian,Native Hawaiian/ Other Pacific Islander,Hispanic,Non-hispanic white,Household Income,% Free Lunch,"Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associates degree, 2014-18","Percent of adults with a bachelors degree or higher, 2014-18",PercentPoverty,PercentYouthPoverty,PercentInfantPoverty0-4,Per-pupil-Spending,Total-Spending,Instructor-spending-per-pupil,Instructor-spending,SupportServices-per-pupil,SupportServices,MN,AB,AP
48491,442782,28.3,6.1,0.9,5.1,0.1,23.6,63,70276.0,28.0,6.8,20.4,31.7,41.1,6.4,7.9,6.9,"$9,016.00","$45,886,733.00","$5,514.00","$27,862,199.00","$3,002.00","$15,169,007.00",288,80,38
48493,43789,25.8,1.7,0.9,0.5,0.0,38.5,58,56873.0,37.0,13.4,35.9,30.2,20.5,10.9,14.6,14.1,"$9,016.00","$45,886,733.00","$5,514.00","$27,862,199.00","$3,002.00","$15,169,007.00",288,80,38
48495,7178,29.3,2.1,1.8,0.5,0.0,54.0,42,47674.0,21.0,33.0,27.9,29.6,9.5,14.1,20.1,19.0,"$9,016.00","$45,886,733.00","$5,514.00","$27,862,199.00","$3,002.00","$15,169,007.00",288,80,38
48497,59833,25.9,1.3,1.0,0.5,0.0,17.9,78,55118.0,36.0,14.9,33.8,33.8,17.5,9.9,14.1,13.3,"$9,016.00","$45,886,733.00","$5,514.00","$27,862,199.00","$3,002.00","$15,169,007.00",288,80,38
48499,42164,20.0,4.9,1.0,0.5,0.1,8.9,84,39514.0,48.0,15.2,34.2,34.2,16.4,15.3,24.9,23.6,"$9,016.00","$45,886,733.00","$5,514.00","$27,862,199.00","$3,002.00","$15,169,007.00",288,80,38
48501,8005,31.8,0.9,1.8,0.4,0.0,59.4,38,48521.0,46.0,31.8,28.8,23.0,16.3,12.1,16.3,15.8,"$9,016.00","$45,886,733.00","$5,514.00","$27,862,199.00","$3,002.00","$15,169,007.00",288,80,38
48503,18484,24.0,1.4,1.2,0.5,0.0,17.0,80,40133.0,46.0,16.2,35.1,29.0,19.6,13.9,20.4,19.5,"$9,016.00","$45,886,733.00","$5,514.00","$27,862,199.00","$3,002.00","$15,169,007.00",288,80,38
48505,14282,34.2,0.4,0.5,0.3,0.0,92.8,6,30104.0,71.0,40.0,29.5,20.1,10.4,32.1,49.1,46.5,"$9,016.00","$45,886,733.00","$5,514.00","$27,862,199.00","$3,002.00","$15,169,007.00",288,80,38
48507,11849,31.4,0.4,0.7,0.2,0.1,93.2,6,22982.0,73.0,38.0,31.3,22.0,8.6,32.0,44.5,43.4,"$9,016.00","$45,886,733.00","$5,514.00","$27,862,199.00","$3,002.00","$15,169,007.00",288,80,38
49001,6594,33.3,0.3,1.6,1.1,0.3,11.0,86,44126.0,32.0,9.7,35.1,34.8,20.4,9.4,13.7,12.9,"$6,953.00","$4,095,444.00","$4,467.00","$2,591,600.00","$2,098.00","$1,217,100.00",284,75,36
49003,50290,33.6,0.3,1.1,1.0,0.2,8.5,88,51558.0,31.0,6.8,30.9,39.0,23.3,7.3,9.2,8.6,"$6,953.00","$4,095,444.00","$4,467.00","$2,591,600.00","$2,098.00","$1,217,100.00",284,75,36
49005,114699,30.9,0.6,0.9,2.2,0.5,10.0,85,47589.0,27.0,6.9,20.3,35.0,37.8,12.9,11.6,9.8,"$6,953.00","$4,095,444.00","$4,467.00","$2,591,600.00","$2,098.00","$1,217,100.00",284,75,36
49007,21318,26.7,0.4,1.4,0.7,0.2,12.4,84,47585.0,44.0,9.2,27.2,47.3,16.4,14.4,17.0,15.3,"$6,953.00","$4,095,444.00","$4,467.00","$2,591,600.00","$2,098.00","$1,217,100.00",284,75,36
49009,1156,24.1,0.3,1.2,0.4,0.1,3.5,94,48751.0,19.0,3.8,41.4,42.3,12.4,6.5,7.4,6.5,"$6,953.00","$4,095,444.00","$4,467.00","$2,591,600.00","$2,098.00","$1,217,100.00",284,75,36
49011,311811,34.1,1.1,0.7,1.9,0.7,8.6,86,68974.0,19.0,4.5,20.9,37.1,37.5,5.7,6.4,5.7,"$6,953.00","$4,095,444.00","$4,467.00","$2,591,600.00","$2,098.00","$1,217,100.00",284,75,36
49013,18888,33.7,0.3,4.8,0.4,0.3,6.4,87,54973.0,34.0,12.1,36.6,36.9,14.4,11.9,13.6,12.5,"$6,953.00","$4,095,444.00","$4,467.00","$2,591,600.00","$2,098.00","$1,217,100.00",284,75,36
49015,10944,31.5,0.3,1.0,0.4,0.1,6.2,92,48745.0,36.0,6.1,33.9,45.3,14.7,12.5,16.6,14.6,"$6,953.00","$4,095,444.00","$4,467.00","$2,591,600.00","$2,098.00","$1,217,100.00",284,75,36
49017,5144,26.7,0.4,1.9,1.0,0.2,4.9,91,40762.0,41.0,8.0,35.6,32.0,24.4,11.2,19.1,17.3,"$6,953.00","$4,095,444.00","$4,467.00","$2,591,600.00","$2,098.00","$1,217,100.00",284,75,36
49019,9325,23.0,0.4,4.4,0.9,0.1,9.4,84,41410.0,39.0,9.2,28.4,34.7,27.7,11.3,16.2,15.7,"$6,953.00","$4,095,444.00","$4,467.00","$2,591,600.00","$2,098.00","$1,217,100.00",284,75,36
49021,46740,29.4,0.6,2.4,1.1,0.4,8.1,86,41094.0,40.0,7.2,25.2,38.5,29.1,14.4,16.4,15.6,"$6,953.00","$4,095,444.00","$4,467.00","$2,591,600.00","$2,098.00","$1,217,100.00",284,75,36
49023,10335,36.7,0.3,1.0,0.3,0.2,4.0,93,51762.0,30.0,7.8,37.3,37.9,17.1,8.5,10.7,10.2,"$6,953.00","$4,095,444.00","$4,467.00","$2,591,600.00","$2,098.00","$1,217,100.00",284,75,36
49025,7257,23.3,0.3,1.5,0.4,0.1,3.8,93,42515.0,31.0,7.2,24.0,41.5,27.3,10.5,14.5,13.6,"$6,953.00","$4,095,444.00","$4,467.00","$2,591,600.00","$2,098.00","$1,217,100.00",284,75,36
49027,12645,32.1,0.1,1.8,0.8,0.1,13.0,84,47316.0,39.0,11.3,31.0,35.2,22.4,11.3,14.7,13.2,"$6,953.00","$4,095,444.00","$4,467.00","$2,591,600.00","$2,098.00","$1,217,100.00",284,75,36
49029,9685,34.8,0.3,0.2,0.5,0.1,2.6,96,74509.0,12.0,2.4,17.7,40.4,39.5,4.0,3.8,3.3,"$6,953.00","$4,095,444.00","$4,467.00","$2,591,600.00","$2,098.00","$1,217,100.00",284,75,36
49031,1497,29.0,0.3,1.5,0.4,0.2,7.7,90,34079.0,58.0,13.1,43.0,24.9,18.9,18.6,30.8,26.6,"$6,953.00","$4,095,444.00","$4,467.00","$2,591,600.00","$2,098.00","$1,217,100.00",284,75,36
49033,2303,31.4,0.0,0.7,0.3,0.0,4.6,94,50980.0,56.0,1.4,30.6,43.5,24.4,8.9,11.4,10.6,"$6,953.00","$4,095,444.00","$4,467.00","$2,591,600.00","$2,098.00","$1,217,100.00",284,75,36
49035,1048985,29.0,1.5,1.3,3.5,1.6,17.4,74,56166.0,35.0,9.6,22.8,33.2,34.5,9.0,10.4,9.7,"$6,953.00","$4,095,444.00","$4,467.00","$2,591,600.00","$2,098.00","$1,217,100.00",284,75,36
49037,14825,33.2,0.4,49.0,0.5,0.1,5.3,44,37444.0,61.0,16.2,30.6,34.8,18.4,22.6,26.8,24.5,"$6,953.00","$4,095,444.00","$4,467.00","$2,591,600.00","$2,098.00","$1,217,100.00",284,75,36
49039,27988,29.7,0.8,1.5,0.7,0.5,9.4,87,45231.0,38.0,10.3,27.7,43.2,18.8,14.8,16.3,15.4,"$6,953.00","$4,095,444.00","$4,467.00","$2,591,600.00","$2,098.00","$1,217,100.00",284,75,36
49041,20971,31.6,0.2,1.4,0.4,0.2,4.6,92,43190.0,38.0,10.1,33.1,39.7,17.1,12.0,15.6,13.7,"$6,953.00","$4,095,444.00","$4,467.00","$2,591,600.00","$2,098.00","$1,217,100.00",284,75,36
49043,37594,27.5,0.5,0.5,1.4,0.1,11.8,85,85221.0,18.0,5.1,15.0,24.5,55.3,6.2,5.8,5.3,"$6,953.00","$4,095,444.00","$4,467.00","$2,591,600.00","$2,098.00","$1,217,100.00",284,75,36
49045,59326,35.8,0.7,1.2,0.8,0.4,11.7,84,61719.0,34.0,9.0,30.3,37.7,23.0,6.8,7.4,6.5,"$6,953.00","$4,095,444.00","$4,467.00","$2,591,600.00","$2,098.00","$1,217,100.00",284,75,36
49047,33163,33.2,0.4,7.9,0.6,0.3,7.5,82,58936.0,36.0,13.9,35.2,36.2,14.7,11.5,13.5,12.2,"$6,953.00","$4,095,444.00","$4,467.00","$2,591,600.00","$2,098.00","$1,217,100.00",284,75,36
49049,530499,34.8,0.5,0.8,1.6,0.8,11.0,84,58077.0,27.0,5.8,16.3,37.8,40.1,9.4,7.5,7.2,"$6,953.00","$4,095,444.00","$4,467.00","$2,591,600.00","$2,098.00","$1,217,100.00",284,75,36
49051,24417,33.5,0.3,0.8,0.9,0.2,13.5,84,56379.0,30.0,4.9,20.4,34.0,40.6,5.3,6.4,5.7,"$6,953.00","$4,095,444.00","$4,467.00","$2,591,600.00","$2,098.00","$1,217,100.00",284,75,36
49053,141666,30.1,0.5,1.7,0.8,0.8,10.0,85,46001.0,31.0,7.5,23.3,41.5,27.7,9.7,11.7,11.1,"$6,953.00","$4,095,444.00","$4,467.00","$2,591,600.00","$2,098.00","$1,217,100.00",284,75,36
49055,2737,29.1,0.3,1.0,0.7,0.1,4.4,93,39593.0,33.0,11.5,21.9,41.4,25.2,12.9,17.2,16.4,"$6,953.00","$4,095,444.00","$4,467.00","$2,591,600.00","$2,098.00","$1,217,100.00",284,75,36
49057,234420,29.9,1.2,1.3,1.4,0.3,17.1,78,52183.0,37.0,9.7,29.4,37.1,23.8,9.4,11.3,10.4,"$6,953.00","$4,095,444.00","$4,467.00","$2,591,600.00","$2,098.00","$1,217,100.00",284,75,36
50001,36742,19.7,0.8,0.3,1.5,0.0,1.9,94,54542.0,25.0,7.1,30.5,25.7,36.7,8.9,9.6,8.7,"$17,873.00","$1,652,676.00","$10,720.00","$1,013,209.00","$6,629.00","$583,178.00",295,84,47
50003,36970,20.0,0.9,0.3,0.7,0.0,1.5,96,44701.0,40.0,8.1,29.3,26.8,35.7,11.4,16.5,14.0,"$17,873.00","$1,652,676.00","$10,720.00","$1,013,209.00","$6,629.00","$583,178.00",295,84,47
50005,31166,21.5,0.6,0.5,0.9,0.0,1.2,96,42452.0,40.0,9.1,36.1,26.8,28.1,12.5,15.1,14.0,"$17,873.00","$1,652,676.00","$10,720.00","$1,013,209.00","$6,629.00","$583,178.00",295,84,47
50007,157491,19.4,2.1,0.3,3.0,0.0,1.9,91,60865.0,22.0,5.9,19.2,24.2,50.7,10.4,8.0,7.8,"$17,873.00","$1,652,676.00","$10,720.00","$1,013,209.00","$6,629.00","$583,178.00",295,84,47
50009,6291,18.4,0.3,0.6,0.3,0.0,1.1,96,34535.0,44.0,14.2,45.5,24.7,15.6,15.5,24.1,23.2,"$17,873.00","$1,652,676.00","$10,720.00","$1,013,209.00","$6,629.00","$583,178.00",295,84,47
50011,48113,24.1,0.5,1.0,0.5,0.0,1.3,95,53412.0,31.0,9.2,38.2,28.9,23.7,11.1,13.1,12.4,"$17,873.00","$1,652,676.00","$10,720.00","$1,013,209.00","$6,629.00","$583,178.00",295,84,47
50013,6931,19.5,0.4,1.0,0.4,0.1,1.3,94,56241.0,51.0,5.7,28.1,27.0,39.2,8.2,12.4,11.3,"$17,873.00","$1,652,676.00","$10,720.00","$1,013,209.00","$6,629.00","$583,178.00",295,84,47
50015,24701,21.9,0.7,0.5,0.6,0.0,1.4,95,46549.0,32.0,7.4,25.1,30.2,37.3,11.0,13.0,12.5,"$17,873.00","$1,652,676.00","$10,720.00","$1,013,209.00","$6,629.00","$583,178.00",295,84,47
50017,29006,20.4,0.4,0.3,0.6,0.0,1.1,96,50192.0,36.0,8.2,35.5,27.2,29.1,10.2,12.9,12.5,"$17,873.00","$1,652,676.00","$10,720.00","$1,013,209.00","$6,629.00","$583,178.00",295,84,47
50019,27173,20.7,0.7,0.5,0.4,0.0,1.2,96,39598.0,44.0,12.4,38.3,27.6,21.6,12.2,16.7,16.6,"$17,873.00","$1,652,676.00","$10,720.00","$1,013,209.00","$6,629.00","$583,178.00",295,84,47
50021,61289,18.8,0.5,0.3,0.6,0.0,1.2,96,46542.0,36.0,7.7,35.1,26.9,30.3,10.4,13.5,12.5,"$17,873.00","$1,652,676.00","$10,720.00","$1,013,209.00","$6,629.00","$583,178.00",295,84,47
50023,59626,20.2,0.7,0.3,0.9,0.0,1.7,95,54840.0,26.0,6.6,27.3,24.7,41.5,10.8,12.3,10.9,"$17,873.00","$1,652,676.00","$10,720.00","$1,013,209.00","$6,629.00","$583,178.00",295,84,47
50025,44266,19.3,1.0,0.3,1.1,0.1,1.9,94,46566.0,34.0,6.6,30.2,24.6,38.6,12.0,16.1,13.3,"$17,873.00","$1,652,676.00","$10,720.00","$1,013,209.00","$6,629.00","$583,178.00",295,84,47
50027,56666,19.3,0.6,0.3,1.0,0.0,1.3,95,49295.0,28.0,6.8,30.1,26.8,36.3,9.6,11.3,10.6,"$17,873.00","$1,652,676.00","$10,720.00","$1,013,209.00","$6,629.00","$583,178.00",295,84,47
51001,33336,21.1,27.8,0.6,0.6,0.2,9.1,61,37714.0,58.0,18.7,38.8,23.9,18.5,17.3,27.0,25.7,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51003,100553,21.3,9.8,0.4,4.7,0.1,5.6,78,63972.0,21.0,8.6,16.6,21.3,53.5,8.7,9.6,7.8,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51005,16175,20.9,4.8,0.2,0.3,0.1,1.2,92,45108.0,38.0,14.4,40.0,30.2,15.4,14.8,21.1,18.3,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51007,12805,21.7,23.4,0.6,0.3,0.1,2.5,72,49399.0,40.0,16.5,39.2,28.5,15.9,9.9,13.2,11.8,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51009,32167,20.8,18.8,0.9,0.5,0.0,2.0,76,44494.0,38.0,14.8,35.7,30.3,19.2,13.0,18.5,17.1,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51011,15041,21.9,20.0,0.3,0.3,0.0,1.3,77,44097.0,39.0,15.9,34.5,29.9,19.8,13.5,19.4,18.4,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51013,216004,16.0,8.5,0.8,9.7,0.1,15.2,64,98060.0,25.0,5.9,8.1,11.4,74.6,6.3,7.3,7.4,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51015,73549,20.9,4.2,0.3,0.6,0.0,2.2,92,51036.0,28.0,12.6,38.2,25.7,23.5,9.0,12.2,10.2,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51017,4657,16.8,4.6,0.2,0.2,0.0,2.2,92,42423.0,30.0,12.8,41.3,31.0,14.9,10.7,14.8,14.5,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51019,69246,21.7,6.0,0.3,1.1,0.0,1.8,90,58264.0,28.0,10.2,31.3,29.6,28.9,10.4,13.1,11.8,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51021,6818,17.7,3.6,0.0,0.3,0.0,0.7,95,41654.0,30.0,8.5,39.9,34.3,17.4,14.1,15.0,13.4,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51023,32928,21.8,3.2,0.3,0.6,0.0,1.2,94,62204.0,16.0,7.4,32.3,31.6,28.7,7.4,8.6,7.6,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51025,17204,18.6,56.7,0.3,0.3,0.0,1.8,40,35207.0,70.0,21.0,37.5,27.2,14.3,22.5,27.0,25.0,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51027,23581,18.3,2.8,0.1,0.3,0.0,0.4,96,32722.0,54.0,29.7,36.1,23.6,10.6,27.6,32.4,28.6,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51029,17278,18.9,34.6,0.3,0.4,0.0,1.7,61,37440.0,52.0,22.1,43.8,22.8,11.3,20.2,24.9,22.5,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51031,55032,21.3,14.4,0.3,1.1,0.0,1.9,81,47450.0,31.0,14.0,31.5,31.9,22.5,11.3,16.6,15.3,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51033,28674,23.5,29.0,0.8,0.8,0.1,3.5,64,52496.0,41.0,14.4,37.5,28.1,20.1,9.7,15.2,14.3,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51035,29981,20.2,0.8,0.3,0.2,0.0,2.8,95,34891.0,41.0,19.2,36.3,31.4,13.1,15.7,23.0,20.3,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51036,7241,17.2,47.8,7.0,0.4,0.1,1.5,41,45960.0,55.0,21.4,38.7,26.6,13.3,12.3,18.8,17.7,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51037,12505,22.1,29.7,0.3,0.2,0.0,2.2,66,35677.0,44.0,16.1,43.6,30.1,10.2,19.3,29.7,28.9,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51041,320277,25.5,21.9,0.6,3.4,0.1,7.4,65,71074.0,17.0,7.9,23.4,28.8,39.9,7.6,9.9,8.7,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51043,14258,22.2,5.4,0.3,1.1,0.1,3.6,88,74472.0,16.0,11.3,28.9,27.6,32.2,6.5,8.0,7.0,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51045,5099,21.5,0.3,0.3,0.2,0.0,0.9,98,45789.0,32.0,7.5,43.1,31.0,18.5,11.9,21.2,19.3,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51047,47476,25.4,15.6,0.7,1.5,0.1,8.9,72,58596.0,32.0,14.8,30.2,30.3,24.7,8.7,11.3,10.6,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51049,9969,22.3,31.8,0.4,0.4,0.0,2.1,63,40080.0,55.0,19.0,34.9,28.6,17.5,15.7,25.2,23.7,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51051,15741,20.5,0.5,0.2,0.2,0.0,0.6,98,33494.0,44.0,24.5,37.1,28.4,10.0,25.2,28.7,25.1,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51053,27918,21.9,32.5,0.5,0.5,0.0,2.7,63,50152.0,46.0,16.4,37.4,29.0,17.2,12.5,17.8,16.4,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51057,11205,21.6,37.9,0.7,0.9,0.2,3.2,56,42550.0,58.0,17.2,37.7,28.6,16.5,13.7,23.4,22.6,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51059,1100692,24.1,9.3,0.6,18.0,0.1,15.8,54,105409.0,20.0,7.9,12.8,18.2,61.1,6.1,7.2,6.7,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51061,66071,24.7,8.4,0.5,1.4,0.1,6.5,82,85096.0,19.0,7.8,26.8,29.6,35.9,6.1,6.8,6.1,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51063,15378,21.5,2.0,0.1,0.3,0.0,2.7,94,39997.0,36.0,14.5,33.5,29.8,22.3,12.3,18.3,16.7,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51065,26061,22.5,15.4,0.2,0.7,0.0,3.0,79,62086.0,21.0,9.0,24.1,32.4,34.5,6.9,9.0,8.0,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51067,56419,20.4,8.3,0.5,0.5,0.1,2.7,87,49003.0,41.0,13.0,34.8,31.6,20.5,15.3,23.0,22.0,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51069,79666,24.7,4.3,0.4,1.3,0.1,6.9,86,64501.0,24.0,11.4,32.6,28.0,28.1,7.0,9.8,9.3,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51071,17124,21.0,1.6,0.2,0.3,0.0,1.2,96,43139.0,35.0,11.8,37.5,32.5,18.2,12.4,18.0,16.4,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51073,36901,21.4,8.6,0.5,0.8,0.0,2.7,86,58282.0,27.0,10.9,33.2,33.1,22.8,9.1,13.4,12.0,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51075,21883,19.4,19.2,0.3,1.2,0.0,2.1,76,76804.0,21.0,9.1,25.7,26.0,39.2,6.7,7.9,7.2,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51077,15328,18.6,2.3,0.2,0.2,0.0,2.8,94,31286.0,45.0,17.9,39.6,30.0,12.5,18.4,27.5,27.0,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51079,18660,24.8,6.7,0.3,1.5,0.0,4.5,85,60710.0,29.0,13.6,30.7,27.9,27.8,8.1,12.2,11.5,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51081,12112,16.3,59.6,0.3,0.4,0.0,1.5,38,37861.0,65.0,24.0,41.1,26.0,9.0,26.7,27.2,26.7,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51083,36056,21.7,36.5,0.3,0.4,0.0,1.7,60,35170.0,52.0,18.1,37.0,29.1,15.9,14.5,22.4,20.4,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51085,100342,24.3,9.6,0.4,1.5,0.1,2.3,85,71714.0,9.0,6.9,25.6,28.3,39.2,5.2,6.2,5.6,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51087,310445,23.8,29.3,0.4,6.8,0.1,5.1,57,58110.0,31.0,8.5,21.7,26.8,42.9,9.0,12.6,11.5,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51089,53741,20.3,21.8,0.3,0.5,0.0,5.0,71,32596.0,49.0,21.2,34.3,31.8,12.8,20.0,28.0,25.0,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51091,2267,14.2,0.5,0.3,0.2,0.0,0.9,98,37286.0,51.0,13.1,35.7,28.1,23.1,12.7,21.2,23.2,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51093,35356,22.1,24.4,0.4,0.9,0.1,2.0,71,60922.0,28.0,12.5,27.0,32.3,28.2,9.2,12.1,11.1,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51095,68200,21.0,13.2,0.3,2.3,0.1,4.8,77,73575.0,22.0,5.0,18.7,26.8,49.6,7.0,9.3,8.3,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51097,6997,19.8,27.6,1.7,0.3,0.0,2.9,66,45087.0,62.0,14.0,39.6,26.7,19.8,12.2,19.3,17.7,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51099,24161,27.0,18.0,0.6,1.2,0.1,3.6,74,75935.0,22.0,6.5,28.0,30.9,34.6,6.8,9.1,8.1,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51101,15981,24.3,17.8,1.5,0.8,0.0,2.2,76,57779.0,28.0,10.2,36.1,33.3,20.4,7.3,10.2,9.4,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51103,11282,15.8,27.8,0.2,0.7,0.0,1.2,69,43470.0,64.0,11.1,30.4,27.7,30.9,12.3,24.1,24.1,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51105,25146,20.2,3.8,0.4,0.2,0.0,1.7,93,30341.0,50.0,24.3,33.9,30.5,11.4,24.8,32.5,29.5,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51107,325405,30.2,7.5,0.5,15.3,0.1,12.6,62,119525.0,12.0,6.5,12.4,20.3,60.8,3.6,3.6,3.1,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51109,33395,21.7,17.5,0.4,0.5,0.0,2.4,77,53267.0,36.0,15.8,33.9,26.8,23.4,11.3,14.9,13.1,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51111,12874,19.2,34.3,0.4,0.2,0.1,3.9,60,34488.0,56.0,22.4,39.8,27.3,10.6,18.2,24.8,23.3,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51113,13169,21.6,9.7,0.2,0.6,0.0,1.8,85,52116.0,28.0,13.0,35.9,26.9,24.2,10.1,16.1,14.4,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51115,8962,17.9,9.1,0.3,0.4,0.1,1.5,87,54113.0,29.0,9.4,32.0,30.7,28.0,9.3,16.6,15.4,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
51117,32622,19.2,36.3,0.3,0.8,0.0,2.7,59,36372.0,50.0,19.4,31.8,30.4,18.4,18.7,29.8,30.7,"$11,432.00","$14,752,819.00","$6,966.00","$8,944,614.00","$4,024.00","$5,164,699.00",288,77,38
